ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1017074,MapQuest,201,3,4/23/2019 16:05,4/23/2019 16:34,38.630348,-90.342377,,,0,Right lane blocked due to accident on I-64 Eastbound at Exits 31A 31B 31B-A I-170.,8580,Everett Ave,L,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,4/23/2019 15:51,64,64,65,29.42,10,WNW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017075,MapQuest,241,3,4/23/2019 16:13,4/23/2019 16:41,38.630356,-90.362434,,,0,Lane blocked due to accident on I-64 Eastbound at McCutcheon Rd.,,S McKnight Rd,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/23/2019 15:51,64,64,65,29.42,10,WNW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1017076,MapQuest,201,3,4/23/2019 16:27,4/23/2019 16:56,38.714512,-90.447502,,,0,2 left lane blocked due to accident on I-270 Southbound after Exit 17 Dorsett Rd.,,Dorsett Rd,R,Maryland Heights,St. Louis County,MO,63043,US,US/Central,KSTL,4/23/2019 16:51,64,64,63,29.42,10,WNW,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017077,MapQuest,201,3,4/23/2019 17:15,4/23/2019 19:10,38.714512,-90.447502,,,0,Right lane blocked due to accident on I-270 Northbound after Exit 17 Dorsett Rd.,,Dorsett Rd,R,Maryland Heights,St. Louis County,MO,63043,US,US/Central,KSTL,4/23/2019 16:51,64,64,63,29.42,10,WNW,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017078,MapQuest,406,3,4/23/2019 17:41,4/23/2019 19:40,38.63707,-90.451721,,,1.889999986,Entry ramp to I-270 Southbound at Exits 25 25A-B 26 from I-64 Eastbound closed due to incident.,12271,S 40 Dr,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,4/23/2019 17:51,61,61,75,29.42,10,WNW,7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017079,MapQuest,201,3,4/23/2019 17:48,4/23/2019 19:10,38.635681,-90.417801,,,0,Center lane blocked due to accident on I-64 Westbound after Spoede Rd.,,I-64 W,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,4/23/2019 17:51,61,61,75,29.42,10,WNW,7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017080,MapQuest,201,3,4/23/2019 17:56,4/23/2019 18:25,38.618534,-90.28791,,,0,Right lane blocked due to accident on I-44 Westbound at Exit 286 Hampton Ave.,,I-44 E,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,4/23/2019 17:53,65,65,63,29.56,10,N,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017081,MapQuest,201,2,4/23/2019 18:02,4/23/2019 19:02,38.392578,-90.585777,,,0,Accident on Dulin Creek Rd at Monica Ln.,5063,Dulin Creek Rd,L,House Springs,Jefferson,MO,63051,US,US/Central,KSUS,4/23/2019 17:54,61,61,81,29.51,6,N,7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017082,MapQuest,201,2,4/23/2019 19:03,4/23/2019 20:17,38.630379,-90.2686,,,1.120000005,Accident on entry ramp to I-64 Westbound from S Kingshighway Blvd Northbound.,,I-64 W,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,4/23/2019 18:53,64,64,65,29.56,10,NE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017166,MapQuest,201,2,4/23/2019 6:26,4/23/2019 7:56,38.861771,-92.250343,,,0,Accident on MO-163 Tom Bass Rd at Deer Park Rd.,5899,E Deer Park Rd,L,Columbia,Boone,MO,65201-9794,US,US/Central,KCOU,4/23/2019 6:54,54,54,83,29.11,10,NW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017167,MapQuest,203,2,4/23/2019 6:52,4/23/2019 7:22,39.106991,-94.588173,,,0,Right hand shoulder blocked due to multi-vehicle accident on I-70 Westbound at Broadway Blvd.,,I-70 W,R,Kansas City,Jackson,MO,64105,US,US/Central,KMKC,4/23/2019 6:54,54,54,75,29.26,10,N,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017168,MapQuest,203,2,4/23/2019 7:04,4/23/2019 8:05,39.047131,-94.442284,,,0,Right hand shoulder blocked due to multi-vehicle accident on I-70 Westbound before Exit 11 US-40.,,I-70 W,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,4/23/2019 6:53,52,52,80,28.99,10,NNE,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017170,MapQuest,201,3,4/23/2019 15:07,4/23/2019 16:06,39.118469,-94.564529,,,0,Accident on I-35 Northbound before Exits 4 4B Front St.,,Christopher S Bond Bridge,R,Kansas City,Jackson,MO,64120,US,US/Central,KMKC,4/23/2019 14:54,56,56,69,29.26,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1017171,MapQuest,201,3,4/23/2019 15:51,4/23/2019 17:50,38.843487,-94.528976,,,0,2 left lane blocked due to accident on I-49 Northbound at Exit 176 155th St.,,E 155th St,R,Belton,Cass,MO,64012,US,US/Central,KOJC,4/23/2019 15:53,53,53,86,28.86,6,ENE,8,0.01,Light Rain,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017242,MapQuest,201,3,4/23/2019 6:54,4/23/2019 7:56,37.817581,-92.188507,,,0,Left lane blocked due to accident on I-44 Westbound after Exit 159 Old Route 66.,,I-44 W,R,Waynesville,Pulaski,MO,65583,US,US/Central,KTBN,4/23/2019 6:56,58,58,75,28.8,8,NNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017243,MapQuest,201,2,4/23/2019 7:22,4/23/2019 8:55,37.140591,-93.339523,,,0,Accident on Hillcrest Ave near Kingsley St.,4092,S Hillcrest Ave,R,Springfield,Greene,MO,65807-5731,US,US/Central,KSGF,4/23/2019 7:13,58,58,90,28.69,3,N,6,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1017244,MapQuest,201,2,4/23/2019 8:43,4/23/2019 9:27,37.169579,-93.44249,,,0,Accident on Sawyer Rd near Farm Road 97.,7510,W Farm Road 156,L,Republic,Greene,MO,65738-9349,US,US/Central,KSGF,4/23/2019 8:52,58,58,90,28.71,8,NNE,6,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019318,MapQuest,201,3,4/24/2019 5:19,4/24/2019 6:24,38.654739,-90.354431,,,0,Right lane blocked due to accident on I-170 Southbound before Ladue Rd.,,Inner Belt S,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/24/2019 4:51,57,57,93,29.33,2,E,8,0.07,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1019319,MapQuest,201,2,4/24/2019 5:18,4/24/2019 6:17,38.705181,-90.271385,,,0,Right hand shoulder blocked due to accident on I-70 Westbound after Jennings Station Rd.,,I-70 W,R,Saint Louis,St. Louis County,MO,63121,US,US/Central,KSTL,4/24/2019 4:51,57,57,93,29.33,2,E,8,0.07,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1019320,MapQuest,201,3,4/24/2019 5:47,4/24/2019 7:18,38.532845,-90.311806,,,0,Left lane blocked due to accident on I-55 Northbound near Exit 199 Reavis Barracks Rd.,,Reavis Barracks Rd,R,Saint Louis,St. Louis County,MO,63125,US,US/Central,KCPS,4/24/2019 6:22,57,57,89,29.5,2,ENE,6,0.13,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1019321,MapQuest,201,2,4/24/2019 6:01,4/24/2019 7:01,38.442341,-90.433403,,,0,Accident on Lonedell Rd at Heritage Hills Dr.,301,Heritage Hills Dr,R,Arnold,Jefferson,MO,63010-3448,US,US/Central,KCPS,4/24/2019 6:22,57,57,89,29.5,2,ENE,6,0.13,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1019322,MapQuest,201,2,4/24/2019 6:01,4/24/2019 7:01,38.555599,-90.312561,,,0,Accident on MO-30 Gravois Rd at Mathilda Ave.,9001,Gravois Rd,R,Saint Louis,St. Louis County,MO,63123-4625,US,US/Central,KCPS,4/24/2019 6:22,57,57,89,29.5,2,ENE,6,0.13,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1019323,MapQuest,201,3,4/24/2019 6:09,4/24/2019 6:54,38.705181,-90.271385,,,0,Left lane blocked due to accident on I-70 Westbound after Jennings Station Rd.,,I-70 W,R,Saint Louis,St. Louis County,MO,63121,US,US/Central,KSTL,4/24/2019 6:22,56,56,97,29.33,4,E,7,0.12,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1019324,MapQuest,201,2,4/24/2019 6:33,4/24/2019 7:32,38.49493,-90.302109,,,0,Accident on I-255 Eastbound at Exit 2 MO-231 Telegraph Rd.,,I-255 W,R,Saint Louis,St. Louis County,MO,63129,US,US/Central,KCPS,4/24/2019 6:22,57,57,89,29.5,2,ENE,6,0.13,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019325,MapQuest,201,3,4/24/2019 6:37,4/24/2019 7:38,38.626167,-90.211433,,,0,Left lane blocked due to accident on I-64 Westbound at Exit 39 Market St.,,Congressman William L. Clay Sr. Bridge,R,Saint Louis,St. Louis City,MO,63103,US,US/Central,KCPS,4/24/2019 6:22,57,57,89,29.5,2,ENE,6,0.13,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019326,MapQuest,201,3,4/24/2019 6:38,4/24/2019 8:12,38.619858,-90.189133,,,0,Left lane blocked due to accident on I-44 Westbound at I-64.,,Congressman William L. Clay Sr. Bridge,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,4/24/2019 6:53,57,57,93,29.5,2,E,8,0.18,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019327,MapQuest,201,2,4/24/2019 6:48,4/24/2019 7:33,38.701225,-90.472397,,,0,Left lane blocked due to accident on MO-364 Eastbound after Exit 17 MO-141 Maryland Heights Expy.,,MO-364 E,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,4/24/2019 6:47,57,57,94,29.33,5,E,7,0.13,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019328,MapQuest,201,2,4/24/2019 7:05,4/24/2019 8:04,38.70573,-90.337891,,,0,Accident on I-170 Northbound near Exit 5 MO-180 St Charles Rock Rd.,,I-170 N,R,Saint Louis,St. Louis County,MO,63114,US,US/Central,KSTL,4/24/2019 6:51,57,57,93,29.33,5,E,8,0.13,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019329,MapQuest,201,3,4/24/2019 7:21,4/24/2019 7:50,38.619186,-90.187408,,,0,Left lane blocked due to accident on I-64 Eastbound after Exit 40 6th St.,,I-55 N,R,Saint Louis,St. Louis City,MO,63102,US,US/Central,KCPS,4/24/2019 6:53,57,57,93,29.5,2,E,8,0.18,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019330,MapQuest,201,3,4/24/2019 7:29,4/24/2019 8:29,38.714512,-90.447502,,,0,Left lane blocked due to accident on I-270 Southbound at Exit 17 Dorsett Rd.,,Dorsett Rd,R,Maryland Heights,St. Louis County,MO,63043,US,US/Central,KSTL,4/24/2019 7:51,57,57,93,29.33,8,ESE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019331,MapQuest,201,3,4/24/2019 7:45,4/24/2019 9:25,38.587086,-90.340469,,,0,Two center lane blocked due to accident on I-44 Eastbound before Murdoch Ave.,,I-44 E,R,Saint Louis,St. Louis County,MO,63119,US,US/Central,KCPS,4/24/2019 7:53,57,57,93,29.5,4,E,7,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019332,MapQuest,201,2,4/24/2019 8:05,4/24/2019 9:05,38.523319,-90.318878,,,0,Accident on Union Rd at Green Park Rd.,2730,Union Rd,R,Saint Louis,St. Louis County,MO,63125-3939,US,US/Central,KCPS,4/24/2019 8:03,57,57,93,29.5,6,E,7,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019333,MapQuest,201,3,4/24/2019 8:17,4/24/2019 9:31,38.635818,-90.400314,,,0,Right hand shoulder blocked due to accident on I-64 Westbound before Exit 28A US-61 Lindbergh Blvd.,,I-64 W,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/24/2019 7:51,57,57,93,29.33,8,ESE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019334,MapQuest,201,2,4/24/2019 8:25,4/24/2019 9:24,38.437981,-90.457916,,,0,Accident on Old Highway 21 at Rock Creek Rd.,2350,Old State Route 21,R,Arnold,Jefferson,MO,63010,US,US/Central,KCPS,4/24/2019 8:03,57,57,93,29.5,6,E,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019335,MapQuest,201,2,4/24/2019 11:41,4/24/2019 15:11,38.287655,-90.403503,,,0,Accident on MO-Z near I-55.,,I-55 S,R,Pevely,Jefferson,MO,63070,US,US/Central,KCPS,4/24/2019 11:53,59,59,90,29.48,4,SE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019336,MapQuest,201,3,4/24/2019 15:05,4/24/2019 15:34,38.672737,-90.203979,,,0,2 left lane blocked due to accident on I-70 Westbound before Grand Ave.,,I-70 W,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,4/24/2019 14:51,60,60,93,29.26,2,SE,5,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019337,MapQuest,201,3,4/24/2019 15:45,4/24/2019 16:44,38.638546,-90.447144,,,0,Accident on I-64 Eastbound at Ballas Rd.,,I-64 E,R,Saint Louis,St. Louis County,MO,63131,US,US/Central,KSTL,4/24/2019 15:51,61,61,87,29.25,4,CALM,0,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019338,MapQuest,201,3,4/24/2019 16:03,4/24/2019 16:33,38.68327,-90.227623,,,0,Left lane blocked due to accident on I-70 Westbound at Exit 245B Florissant Ave.,,I-70 W,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,4/24/2019 15:51,61,61,87,29.25,4,CALM,0,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019339,MapQuest,201,2,4/24/2019 16:14,4/24/2019 17:13,38.550896,-90.493767,,,0,Right lane blocked due to accident on MO-141 Southbound after Vance Rd.,,State Highway 141,R,Valley Park,St. Louis County,MO,63088,US,US/Central,KSUS,4/24/2019 15:54,63,63,87,29.34,3,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019340,MapQuest,201,3,4/24/2019 16:27,4/24/2019 17:26,38.660713,-90.357368,,,0,Left lane blocked due to accident on I-170 Northbound at Exit 2 Delmar Blvd.,,Delmar Blvd,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/24/2019 16:51,62,62,86,29.24,4,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019341,MapQuest,201,2,4/24/2019 16:58,4/24/2019 17:57,38.124641,-90.583252,,,0,Accident on MO-21 at Vineland School Rd.,1198,Vineland School Rd,L,De Soto,Jefferson,MO,63020-2575,US,US/Central,KFAM,4/24/2019 16:56,65,65,97,28.84,10,SSE,3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019342,MapQuest,201,2,4/24/2019 16:56,4/24/2019 17:55,38.660713,-90.357368,,,0,Right hand shoulder blocked due to accident on I-170 Southbound at Exit 2 Delmar Blvd.,,Delmar Blvd,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/24/2019 16:51,62,62,86,29.24,4,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019343,MapQuest,201,2,4/24/2019 16:59,4/24/2019 17:58,38.553543,-90.268097,,,0,Right hand shoulder blocked due to accident on I-55 Southbound at Exit 202B Germania St.,,I-55 S,R,Saint Louis,St. Louis City,MO,63116,US,US/Central,KCPS,4/24/2019 16:53,62,62,90,29.41,5,NW,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019344,MapQuest,201,3,4/24/2019 17:27,4/24/2019 19:26,38.660713,-90.357368,,,0,Right lane blocked due to accident on I-170 Southbound at Exit 2 Delmar Blvd.,,Delmar Blvd,R,Saint Louis,St. Louis County,MO,63124,US,US/Central,KSTL,4/24/2019 17:51,62,62,86,29.24,4,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019345,MapQuest,247,3,4/24/2019 17:57,4/24/2019 18:54,38.628937,-90.31842,,,2.079999924,Delays and 3 left lane blocked due to accident on I-64 Eastbound between Exits 31A 31B 31B-A I-170 and Exits 33A 33B Bellevue Ave.,,I-64 E,R,Saint Louis,St. Louis County,MO,63117,US,US/Central,KSTL,4/24/2019 17:51,62,62,86,29.24,4,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019399,MapQuest,201,3,4/24/2019 6:10,4/24/2019 7:09,38.777981,-90.388962,,,0,Right lane blocked and right hand shoulder blocked due to accident on I-270 Westbound at Exit 23 James S Mcdonnell Blvd.,,I-270 E,R,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,4/24/2019 6:22,56,56,97,29.33,4,E,7,0.12,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1019402,MapQuest,201,2,4/24/2019 8:12,4/24/2019 9:12,38.803055,-90.678482,,,0,Right hand shoulder blocked due to accident on I-70 Eastbound at Tr Hughes Blvd.,,T.R. Hughes Blvd,R,O Fallon,St. Charles,MO,63366,US,US/Central,KSUS,4/24/2019 7:54,58,58,97,29.42,6,E,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019405,MapQuest,241,3,4/24/2019 10:37,4/24/2019 16:21,39.091248,-94.591026,,,0,Left lane blocked due to accident on I-35 Southbound at Exit 1D 20th St.,,I-35 S,R,Kansas City,Jackson,MO,64108,US,US/Central,KMKC,4/24/2019 10:26,58,58,78,29.13,9,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019407,MapQuest,241,3,4/24/2019 11:13,4/24/2019 15:28,39.046009,-94.415016,,,0,Left lane blocked due to accident on I-70 Eastbound at Exit 12 Noland Rd.,,I-70 E,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,4/24/2019 11:21,58,58,81,28.86,8,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019408,MapQuest,201,3,4/24/2019 14:29,4/24/2019 15:44,38.803123,-90.7332,,,0,Right lane blocked due to accident on I-70 Westbound at Exit 216 Bryan Rd.,,Bryan Rd,R,O Fallon,St. Charles,MO,63366,US,US/Central,KSUS,4/24/2019 14:54,62,62,90,29.36,2,SE,5,0.01,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019409,MapQuest,201,2,4/24/2019 16:41,4/24/2019 17:40,38.793499,-90.612823,,,0,Accident on Grand Teton Dr at Suemandy Rd.,5698,Suemandy Dr,R,Saint Peters,St. Charles,MO,63376-4312,US,US/Central,KSUS,4/24/2019 16:54,63,63,87,29.34,3,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1019410,MapQuest,201,3,4/24/2019 17:35,4/24/2019 18:34,39.086533,-94.541451,,,0,Left lane blocked due to accident on I-70 Eastbound at Exits 4B 4C 23rd St.,,I-70 E,R,Kansas City,Jackson,MO,64127,US,US/Central,KMKC,4/24/2019 17:54,66,66,60,29.01,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019411,MapQuest,201,2,4/24/2019 18:19,4/24/2019 19:18,38.801708,-90.855133,,,0,Accident on MO-Z at Interstate Dr.,1230,Highway Z,L,Wentzville,St. Charles,MO,63385,US,US/Central,KSUS,4/24/2019 17:54,63,63,90,29.33,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1019412,MapQuest,201,2,4/24/2019 18:20,4/24/2019 19:19,38.787189,-90.662216,,,0,Accident on Mexico Rd at Salt Lick Rd.,7916,Mexico Rd,R,Saint Peters,St. Charles,MO,63376-3572,US,US/Central,KSUS,4/24/2019 17:54,63,63,90,29.33,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1021660,MapQuest,201,2,4/25/2019 7:00,4/25/2019 9:26,38.525146,-90.398857,,,0,Right hand shoulder blocked due to accident on I-270 Northbound at MO-30 Gravois Rd.,,I-270 S,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,4/25/2019 6:53,59,59,93,29.33,2,NNE,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1021661,MapQuest,201,3,4/25/2019 7:35,4/25/2019 9:29,38.611221,-90.212036,,,0,Right hand shoulder blocked due to accident on I-55 Northbound at I-44.,,I-44 E,R,Saint Louis,St. Louis City,MO,63104,US,US/Central,KCPS,4/25/2019 7:27,59,59,96,29.34,2,ENE,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
